phrase_originale,nom1,nom2,determinant,nom1_lemme,nom2_lemme,definitude,type_jdm,est_valide,notes
cours de l'architecture,cours,l'architecture,de,cour,l'architecture,False,r_topic,True,
cours de l'urbanisme,cours,l'urbanisme,de,cour,l'urbanisme,False,r_topic,True,
cours de l'économie,cours,l'économie,de,cour,l'économie,False,r_topic,True,
cours decours d'eau,decours,eau,d',decour,eau,False,r_topic,True,
cours de l'évolution,cours,l'évolution,de,cour,l'évolution,False,r_topic,True,
cours de l'Urbanisme,cours,l'urbanisme,de,cour,l'urbanisme,False,r_topic,True,
cours de laScolaire,cours,lascolaire,de,cour,lascolaire,False,r_topic,True,
cours de l'éducation nationale,cours,l'éducation nationale,de,cour,l'éducation nationale,False,r_topic,True,
cours de l'aménagement urbain,cours,l'aménagement urbain,de,cour,l'aménagement urbain,False,r_topic,True,
cours de laministère de l'Éducation nationale,cours de laministère,l'éducation nationale,de,cours de laministère,l'éducation nationale,False,r_topic,True,
cours deministère de l'éducation,cours deministère,l'éducation,de,cours deministère,l'éducation,False,r_topic,True,
cours de l'Éducation nationale,cours,l'éducation nationale,de,cour,l'éducation nationale,False,r_topic,True,
cours duministère de l'Éducation,cours duministère,l'éducation,de,cours duministère,l'éducation,False,r_topic,True,
cours deCours d'eau,decours,eau,d',decour,eau,False,r_topic,True,
article de labotanique,article,labotanique,de,article,labotanique,False,r_topic,True,
article de lapresse écrite,article,lapresse écrite,de,article,lapresse écrite,False,r_topic,True,
article d'entomologie,article,entomologie,d',article,entomologie,False,r_topic,True,
article de lagrammaire,article,lagrammaire,de,article,lagrammaire,False,r_topic,True,
article de l'anatomie,article,l'anatomie,de,article,l'anatomie,False,r_topic,True,
article d'économie,article,économie,d',article,économie,False,r_topic,True,
article de laGrammaire,article,lagrammaire,de,article,lagrammaire,False,r_topic,True,
article de lamédias de masse,article de lamédias,masse,de,article de lamédia,masse,False,r_topic,True,
article de lamédia de masse,article de lamédia,masse,de,article de lamédia,masse,False,r_topic,True,
article deMédias de masse,demédias,masse,de,demédia,masse,False,r_topic,True,
article deMédia de masse,demédia,masse,de,demédia,masse,False,r_topic,True,
these de l'orthodontie,these,l'orthodontie,de,these,l'orthodontie,False,r_topic,True,
etude de lamusique,etude,lamusique,de,etude,lamusique,False,r_topic,True,
recherche d'Histoire,recherche,histoire,d',recherche,histoire,False,r_topic,True,
recherche d'art,recherche,art,d',recherche,art,False,r_topic,True,
recherche d'arts,recherche,arts,d',recherche,art,False,r_topic,True,
recherche d'astronomie,recherche,astronomie,d',recherche,astronomie,False,r_topic,True,
recherche de labiologie,recherche,labiologie,de,recherche,labiologie,False,r_topic,True,
recherche de lasociologie,recherche,lasociologie,de,recherche,lasociologie,False,r_topic,True,
recherche de laphilosophie,recherche,laphilosophie,de,recherche,laphilosophie,False,r_topic,True,
recherche de laphysique,recherche,laphysique,de,recherche,laphysique,False,r_topic,True,
recherche de lascience,recherche,lascience,de,recherche,lascience,False,r_topic,True,
recherche de lapharmacie,recherche,lapharmacie,de,recherche,lapharmacie,False,r_topic,True,
recherche d'habillement,recherche,habillement,d',recherche,habillement,False,r_topic,True,
recherche de l'archéologie,recherche,l'archéologie,de,recherche,l'archéologie,False,r_topic,True,
recherche de lamédecine,recherche,lamédecine,de,recherche,lamédecine,False,r_topic,True,
recherche d'informatique,recherche,informatique,d',recherche,informatique,False,r_topic,True,
recherche de lavie quotidienne,recherche,lavie quotidienne,de,recherche,lavie quotidienne,False,r_topic,True,
recherche de lamode,recherche,lamode,de,recherche,lamode,False,r_topic,True,
recherche de l'enquête,recherche,l'enquête,de,recherche,l'enquête,False,r_topic,True,
recherche de l'histoire,recherche,l'histoire,de,recherche,l'histoire,False,r_topic,True,
recherche de laPhysique,recherche,laphysique,de,recherche,laphysique,False,r_topic,True,
recherche de laBiologie,recherche,labiologie,de,recherche,labiologie,False,r_topic,True,
recherche de laMédecine,recherche,lamédecine,de,recherche,lamédecine,False,r_topic,True,
recherche de l'Astronomie,recherche,l'astronomie,de,recherche,l'astronomie,False,r_topic,True,
recherche desciences de la terre,recherche desciences,la terre,de,recherche descience,la terre,False,r_topic,True,
recherche de laprocédure médicale,recherche,laprocédure médicale,de,recherche,laprocédure médicale,False,r_topic,True,
recherche de lamalade mentale,recherche,lamalade mentale,de,recherche,lamalade mentale,False,r_topic,True,
tableau d'einstein,tableau,einstein,d',tableau,einstein,False,r_product_of,True,
livre d'hugo,livre,hugo,d',livre,hugo,False,r_product_of,True,
livre d'einstein,livre,einstein,d',livre,einstein,False,r_product_of,True,
film d'hugo,film,hugo,d',film,hugo,False,r_product_of,True,
film d'einstein,film,einstein,d',film,einstein,False,r_product_of,True,
roman d'hugo,roman,hugo,d',roman,hugo,False,r_product_of,True,
sculpture d'hugo,sculpture,hugo,d',sculpture,hugo,False,r_product_of,True,
sculpture d'einstein,sculpture,einstein,d',sculpture,einstein,False,r_product_of,True,
opera d'hugo,opera,hugo,d',opera,hugo,False,r_product_of,True,
opera d'einstein,opera,einstein,d',opera,einstein,False,r_product_of,True,
piece d'hugo,piece,hugo,d',piece,hugo,False,r_product_of,True,
piece d'einstein,piece,einstein,d',piece,einstein,False,r_product_of,True,
oeuvre d'einstein,oeuvre,einstein,d',oeuvre,einstein,False,r_product_of,True,
invention d'hugo,invention,hugo,d',invention,hugo,False,r_product_of,True,
invention d'einstein,invention,einstein,d',invention,einstein,False,r_product_of,True,
decouverte d'einstein,decouverte,einstein,d',decouverte,einstein,False,r_product_of,True,
recette d'einstein,recette,einstein,d',recette,einstein,False,r_product_of,True,
table d'argent,table,argent,d',table,argent,False,r_objet>matiere,True,
fenetre d'acier,fenetre,acier,d',fenetre,acier,False,r_objet>matiere,True,
fenetre d'argent,fenetre,argent,d',fenetre,argent,False,r_objet>matiere,True,
escalier d'argent,escalier,argent,d',escalier,argent,False,r_objet>matiere,True,
pont d'argent,pont,argent,d',pont,argent,False,r_objet>matiere,True,
pont d'acier,pont,acier,d',pont,acier,False,r_objet>matiere,True,
statue d'or,statue,or,d',statue,or,False,r_objet>matiere,True,
bijou d'or,bijou,or,d',bijou,or,False,r_objet>matiere,True,
bol d'acier,bol,acier,d',bol,acier,False,r_objet>matiere,True,
bol d'or,bol,or,d',bol,or,False,r_objet>matiere,True,
banc d'or,banc,or,d',banc,or,False,r_objet>matiere,True,
coffre d'acier,coffre,acier,d',coffre,acier,False,r_objet>matiere,True,
mur d'acier,mur,acier,d',mur,acier,False,r_objet>matiere,True,
vin d'angleterre,vin,angleterre,d',vin,angleterre,False,r_lieu>origine,True,
vin d'alsace,vin,alsace,d',vin,alsace,False,r_lieu>origine,True,
vin d'asie,vin,asie,d',vin,asie,False,r_lieu>origine,True,
fromage d'asie,fromage,asie,d',fromage,asie,False,r_lieu>origine,True,
chocolat d'espagne,chocolat,espagne,d',chocolat,espagne,False,r_lieu>origine,True,
chocolat d'asie,chocolat,asie,d',chocolat,asie,False,r_lieu>origine,True,
parfum d'alsace,parfum,alsace,d',parfum,alsace,False,r_lieu>origine,True,
voiture d'italie,voiture,italie,d',voiture,italie,False,r_lieu>origine,True,
voiture d'espagne,voiture,espagne,d',voiture,espagne,False,r_lieu>origine,True,
montre d'europe,montre,europe,d',montre,europe,False,r_lieu>origine,True,
biere d'europe,biere,europe,d',biere,europe,False,r_lieu>origine,True,
biere d'afrique,biere,afrique,d',biere,afrique,False,r_lieu>origine,True,
biere d'alsace,biere,alsace,d',biere,alsace,False,r_lieu>origine,True,
biere d'amerique,biere,amerique,d',biere,amerique,False,r_lieu>origine,True,
the d'europe,the,europe,d',the,europe,False,r_lieu>origine,True,
huile d'afrique,huile,afrique,d',huile,afrique,False,r_lieu>origine,True,
huile d'alsace,huile,alsace,d',huile,alsace,False,r_lieu>origine,True,
huile d'italie,huile,italie,d',huile,italie,False,r_lieu>origine,True,
jambon d'afrique,jambon,afrique,d',jambon,afrique,False,r_lieu>origine,True,
jambon d'europe,jambon,europe,d',jambon,europe,False,r_lieu>origine,True,
jambon d'amerique,jambon,amerique,d',jambon,amerique,False,r_lieu>origine,True,
jambon d'espagne,jambon,espagne,d',jambon,espagne,False,r_lieu>origine,True,
saucisson d'alsace,saucisson,alsace,d',saucisson,alsace,False,r_lieu>origine,True,
moutarde d'alsace,moutarde,alsace,d',moutarde,alsace,False,r_lieu>origine,True,
champagne d'italie,champagne,italie,d',champagne,italie,False,r_lieu>origine,True,
cognac d'italie,cognac,italie,d',cognac,italie,False,r_lieu>origine,True,
cognac d'afrique,cognac,afrique,d',cognac,afrique,False,r_lieu>origine,True,
cidre d'italie,cidre,italie,d',cidre,italie,False,r_lieu>origine,True,
cidre d'asie,cidre,asie,d',cidre,asie,False,r_lieu>origine,True,
cidre d'angleterre,cidre,angleterre,d',cidre,angleterre,False,r_lieu>origine,True,
calvados d'espagne,calvados,espagne,d',calvado,espagne,False,r_lieu>origine,True,
calvados d'amerique,calvados,amerique,d',calvado,amerique,False,r_lieu>origine,True,
calvados d'italie,calvados,italie,d',calvado,italie,False,r_lieu>origine,True,
livre d'isabelle,livre,isabelle,d',livre,isabelle,False,r_own-1,True,
livre d'antoine,livre,antoine,d',livre,antoine,False,r_own-1,True,
voiture d'henri,voiture,henri,d',voiture,henri,False,r_own-1,True,
maison d'henri,maison,henri,d',maison,henri,False,r_own-1,True,
chien d'isabelle,chien,isabelle,d',chien,isabelle,False,r_own-1,True,
chat d'isabelle,chat,isabelle,d',chat,isabelle,False,r_own-1,True,
velo d'antoine,velo,antoine,d',velo,antoine,False,r_own-1,True,
velo d'henri,velo,henri,d',velo,henri,False,r_own-1,True,
telephone d'antoine,telephone,antoine,d',telephone,antoine,False,r_own-1,True,
telephone d'henri,telephone,henri,d',telephone,henri,False,r_own-1,True,
telephone d'andre,telephone,andre,d',telephone,andre,False,r_own-1,True,
ordinateur d'anne,ordinateur,anne,d',ordinateur,anne,False,r_own-1,True,
ordinateur d'antoine,ordinateur,antoine,d',ordinateur,antoine,False,r_own-1,True,
ordinateur d'andre,ordinateur,andre,d',ordinateur,andre,False,r_own-1,True,
sac d'anne,sac,anne,d',sac,anne,False,r_own-1,True,
montre d'isabelle,montre,isabelle,d',montre,isabelle,False,r_own-1,True,
chapeau d'isabelle,chapeau,isabelle,d',chapeau,isabelle,False,r_own-1,True,
bureau d'isabelle,bureau,isabelle,d',bureau,isabelle,False,r_own-1,True,
appartement d'andre,appartement,andre,d',appartement,andre,False,r_own-1,True,
appartement d'henri,appartement,henri,d',appartement,henri,False,r_own-1,True,
bateau d'anne,bateau,anne,d',bateau,anne,False,r_own-1,True,
bateau d'andre,bateau,andre,d',bateau,andre,False,r_own-1,True,
bateau d'henri,bateau,henri,d',bateau,henri,False,r_own-1,True,
bateau d'isabelle,bateau,isabelle,d',bateau,isabelle,False,r_own-1,True,
piano d'antoine,piano,antoine,d',piano,antoine,False,r_own-1,True,
soeur d'antoine,soeur,antoine,d',soeur,antoine,False,r_social_tie,True,
professeur d'antoine,professeur,antoine,d',professeur,antoine,False,r_social_tie,True,
employe d'anne,employe,anne,d',employe,anne,False,r_social_tie,True,
employe d'henri,employe,henri,d',employe,henri,False,r_social_tie,True,
collegue d'isabelle,collegue,isabelle,d',collegue,isabelle,False,r_social_tie,True,
collegue d'antoine,collegue,antoine,d',collegue,antoine,False,r_social_tie,True,
voisin d'isabelle,voisin,isabelle,d',voisin,isabelle,False,r_social_tie,True,
voisin d'antoine,voisin,antoine,d',voisin,antoine,False,r_social_tie,True,
eleve d'henri,eleve,henri,d',eleve,henri,False,r_social_tie,True,
patient d'anne,patient,anne,d',patient,anne,False,r_social_tie,True,
oncle d'anne,oncle,anne,d',oncle,anne,False,r_social_tie,True,
oncle d'isabelle,oncle,isabelle,d',oncle,isabelle,False,r_social_tie,True,
ami d'henri,ami,henri,d',ami,henri,False,r_social_tie,True,
ami d'anne,ami,anne,d',ami,anne,False,r_social_tie,True,
pere d'isabelle,pere,isabelle,d',pere,isabelle,False,r_social_tie,True,
pere d'henri,pere,henri,d',pere,henri,False,r_social_tie,True,
pere d'anne,pere,anne,d',pere,anne,False,r_social_tie,True,
voisine d'andre,voisine,andre,d',voisine,andre,False,r_social_tie,True,
voisine d'anne,voisine,anne,d',voisine,anne,False,r_social_tie,True,
voisine d'isabelle,voisine,isabelle,d',voisine,isabelle,False,r_social_tie,True,
tante d'antoine,tante,antoine,d',tante,antoine,False,r_social_tie,True,
tante d'andre,tante,andre,d',tante,andre,False,r_social_tie,True,
tante d'anne,tante,anne,d',tante,anne,False,r_social_tie,True,
cousine d'henri,cousine,henri,d',cousine,henri,False,r_social_tie,True,
cousin d'isabelle,cousin,isabelle,d',cousin,isabelle,False,r_social_tie,True,
cousin d'antoine,cousin,antoine,d',cousin,antoine,False,r_social_tie,True,
mere d'henri,mere,henri,d',mere,henri,False,r_social_tie,True,
mere d'isabelle,mere,isabelle,d',mere,isabelle,False,r_social_tie,True,
mere d'antoine,mere,antoine,d',mere,antoine,False,r_social_tie,True,
patron d'anne,patron,anne,d',patron,anne,False,r_social_tie,True,
medecin d'isabelle,medecin,isabelle,d',medecin,isabelle,False,r_social_tie,True,
medecin d'henri,medecin,henri,d',medecin,henri,False,r_social_tie,True,
frere d'anne,frere,anne,d',frere,anne,False,r_social_tie,True,
groupe d'eau,groupe,eau,d',groupe,eau,False,r_quantificateur,True,
part d'eau,part,eau,d',part,eau,False,r_quantificateur,True,
lot d'oranges,lot,oranges,d',lot,orange,False,r_quantificateur,True,
ensemble d'eau,ensemble,eau,d',ensemble,eau,False,r_quantificateur,True,
ensemble d'oranges,ensemble,oranges,d',ensemble,orange,False,r_quantificateur,True,
paquet d'oranges,paquet,oranges,d',paquet,orange,False,r_quantificateur,True,
tas d'oranges,tas,oranges,d',ta,orange,False,r_quantificateur,True,
tas d'eau,tas,eau,d',ta,eau,False,r_quantificateur,True,
tranche d'oranges,tranche,oranges,d',tranche,orange,False,r_quantificateur,True,
litre d'oranges,litre,oranges,d',litre,orange,False,r_quantificateur,True,
centimetre d'oranges,centimetre,oranges,d',centimetre,orange,False,r_quantificateur,True,
centimetre d'eau,centimetre,eau,d',centimetre,eau,False,r_quantificateur,True,
metre d'eau,metre,eau,d',metre,eau,False,r_quantificateur,True,
tasse d'eau,tasse,eau,d',tasse,eau,False,r_quantificateur,True,
kilo d'oranges,kilo,oranges,d',kilo,orange,False,r_quantificateur,True,
boite d'eau,boite,eau,d',boite,eau,False,r_quantificateur,True,
portrait de lascene,portrait,lascene,de,portrait,lascene,False,r_depic,True,
portrait de lamontagne,portrait,lamontagne,de,portrait,lamontagne,False,r_depic,True,
portrait de lareine,portrait,lareine,de,portrait,lareine,False,r_depic,True,
portrait de lapaysage,portrait,lapaysage,de,portrait,lapaysage,False,r_depic,True,
portrait de l'animal,portrait,l'animal,de,portrait,l'animal,False,r_depic,True,
portrait de laville,portrait,laville,de,portrait,laville,False,r_depic,True,
portrait de l'homme,portrait,l'homme,de,portrait,l'homme,False,r_depic,True,
representation de l'homme,representation,l'homme,de,representation,l'homme,False,r_depic,True,
representation de lapaysage,representation,lapaysage,de,representation,lapaysage,False,r_depic,True,
representation de labataille,representation,labataille,de,representation,labataille,False,r_depic,True,
representation de lascene,representation,lascene,de,representation,lascene,False,r_depic,True,
representation de laville,representation,laville,de,representation,laville,False,r_depic,True,
representation de lanature,representation,lanature,de,representation,lanature,False,r_depic,True,
representation de l'animal,representation,l'animal,de,representation,l'animal,False,r_depic,True,
sculpture de lareine,sculpture,lareine,de,sculpture,lareine,False,r_depic,True,
sculpture de l'homme,sculpture,l'homme,de,sculpture,l'homme,False,r_depic,True,
sculpture de lascene,sculpture,lascene,de,sculpture,lascene,False,r_depic,True,
sculpture de lafemme,sculpture,lafemme,de,sculpture,lafemme,False,r_depic,True,
dessin de lareine,dessin,lareine,de,dessin,lareine,False,r_depic,True,
dessin de lamontagne,dessin,lamontagne,de,dessin,lamontagne,False,r_depic,True,
dessin de lapersonnage,dessin,lapersonnage,de,dessin,lapersonnage,False,r_depic,True,
dessin de laville,dessin,laville,de,dessin,laville,False,r_depic,True,
dessin de lanature,dessin,lanature,de,dessin,lanature,False,r_depic,True,
dessin de l'homme,dessin,l'homme,de,dessin,l'homme,False,r_depic,True,
esquisse de lapersonnage,esquisse,lapersonnage,de,esquisse,lapersonnage,False,r_depic,True,
esquisse de lapaysage,esquisse,lapaysage,de,esquisse,lapaysage,False,r_depic,True,
esquisse de l'animal,esquisse,l'animal,de,esquisse,l'animal,False,r_depic,True,
esquisse de l'enfant,esquisse,l'enfant,de,esquisse,l'enfant,False,r_depic,True,
esquisse de lafemme,esquisse,lafemme,de,esquisse,lafemme,False,r_depic,True,
esquisse de lascene,esquisse,lascene,de,esquisse,lascene,False,r_depic,True,
image de lanature,image,lanature,de,image,lanature,False,r_depic,True,
image de labataille,image,labataille,de,image,labataille,False,r_depic,True,
image de l'homme,image,l'homme,de,image,l'homme,False,r_depic,True,
image de l'enfant,image,l'enfant,de,image,l'enfant,False,r_depic,True,
image de lareine,image,lareine,de,image,lareine,False,r_depic,True,
image de lascene,image,lascene,de,image,lascene,False,r_depic,True,
peinture de lareine,peinture,lareine,de,peinture,lareine,False,r_depic,True,
peinture de lascene,peinture,lascene,de,peinture,lascene,False,r_depic,True,
peinture de lafemme,peinture,lafemme,de,peinture,lafemme,False,r_depic,True,
peinture de l'animal,peinture,l'animal,de,peinture,l'animal,False,r_depic,True,
peinture de l'enfant,peinture,l'enfant,de,peinture,l'enfant,False,r_depic,True,
peinture de l'homme,peinture,l'homme,de,peinture,l'homme,False,r_depic,True,
peinture de laville,peinture,laville,de,peinture,laville,False,r_depic,True,
croquis de lapersonnage,croquis,lapersonnage,de,croqui,lapersonnage,False,r_depic,True,
croquis de lapaysage,croquis,lapaysage,de,croqui,lapaysage,False,r_depic,True,
croquis de lafemme,croquis,lafemme,de,croqui,lafemme,False,r_depic,True,
croquis de l'homme,croquis,l'homme,de,croqui,l'homme,False,r_depic,True,
croquis de labataille,croquis,labataille,de,croqui,labataille,False,r_depic,True,
gravure de lapersonnage,gravure,lapersonnage,de,gravure,lapersonnage,False,r_depic,True,
gravure de labataille,gravure,labataille,de,gravure,labataille,False,r_depic,True,
gravure de l'homme,gravure,l'homme,de,gravure,l'homme,False,r_depic,True,
gravure de lanature,gravure,lanature,de,gravure,lanature,False,r_depic,True,
gravure de lamontagne,gravure,lamontagne,de,gravure,lamontagne,False,r_depic,True,
gravure de l'enfant,gravure,l'enfant,de,gravure,l'enfant,False,r_depic,True,
gravure de lapaysage,gravure,lapaysage,de,gravure,lapaysage,False,r_depic,True,
gravure de l'animal,gravure,l'animal,de,gravure,l'animal,False,r_depic,True,
tableau de lamontagne,tableau,lamontagne,de,tableau,lamontagne,False,r_depic,True,
tableau de laville,tableau,laville,de,tableau,laville,False,r_depic,True,
tableau de l'enfant,tableau,l'enfant,de,tableau,l'enfant,False,r_depic,True,
tableau de lapersonnage,tableau,lapersonnage,de,tableau,lapersonnage,False,r_depic,True,
tableau de l'animal,tableau,l'animal,de,tableau,l'animal,False,r_depic,True,
tableau de lapaysage,tableau,lapaysage,de,tableau,lapaysage,False,r_depic,True,
statue de laville,statue,laville,de,statue,laville,False,r_depic,True,
statue de lapersonnage,statue,lapersonnage,de,statue,lapersonnage,False,r_depic,True,
statue de lapaysage,statue,lapaysage,de,statue,lapaysage,False,r_depic,True,
statue de l'homme,statue,l'homme,de,statue,l'homme,False,r_depic,True,
statue de lascene,statue,lascene,de,statue,lascene,False,r_depic,True,
statue de labataille,statue,labataille,de,statue,labataille,False,r_depic,True,
statue de l'animal,statue,l'animal,de,statue,l'animal,False,r_depic,True,
statue de lafemme,statue,lafemme,de,statue,lafemme,False,r_depic,True,
photo de laville,photo,laville,de,photo,laville,False,r_depic,True,
photo de l'homme,photo,l'homme,de,photo,l'homme,False,r_depic,True,
photo de labataille,photo,labataille,de,photo,labataille,False,r_depic,True,
photo de l'enfant,photo,l'enfant,de,photo,l'enfant,False,r_depic,True,
photo de l'animal,photo,l'animal,de,photo,l'animal,False,r_depic,True,
photo de lapaysage,photo,lapaysage,de,photo,lapaysage,False,r_depic,True,
illustration de labataille,illustration,labataille,de,illustration,labataille,False,r_depic,True,
illustration de lapaysage,illustration,lapaysage,de,illustration,lapaysage,False,r_depic,True,
illustration de l'animal,illustration,l'animal,de,illustration,l'animal,False,r_depic,True,
illustration de lanature,illustration,lanature,de,illustration,lanature,False,r_depic,True,
illustration de lascene,illustration,lascene,de,illustration,lascene,False,r_depic,True,
illustration de l'enfant,illustration,l'enfant,de,illustration,l'enfant,False,r_depic,True,
illustration de laville,illustration,laville,de,illustration,laville,False,r_depic,True,
retard de l'inondation,retard,l'inondation,de,retard,l'inondation,False,r_has_causatif,True,
retard de laseisme,retard,laseisme,de,retard,laseisme,False,r_has_causatif,True,
retard de l'accident,retard,l'accident,de,retard,l'accident,False,r_has_causatif,True,
retard de l'orage,retard,l'orage,de,retard,l'orage,False,r_has_causatif,True,
retard de laneige,retard,laneige,de,retard,laneige,False,r_has_causatif,True,
retard de lafatigue,retard,lafatigue,de,retard,lafatigue,False,r_has_causatif,True,
retard de lagreve,retard,lagreve,de,retard,lagreve,False,r_has_causatif,True,
accident de laguerre,accident,laguerre,de,accident,laguerre,False,r_has_causatif,True,
accident de l'inondation,accident,l'inondation,de,accident,l'inondation,False,r_has_causatif,True,
accident de l'accident,accident,l'accident,de,accident,l'accident,False,r_has_causatif,True,
accident de l'orage,accident,l'orage,de,accident,l'orage,False,r_has_causatif,True,
accident de laseisme,accident,laseisme,de,accident,laseisme,False,r_has_causatif,True,
accident de lapluie,accident,lapluie,de,accident,lapluie,False,r_has_causatif,True,
probleme de laseisme,probleme,laseisme,de,probleme,laseisme,False,r_has_causatif,True,
probleme de l'inondation,probleme,l'inondation,de,probleme,l'inondation,False,r_has_causatif,True,
probleme de lagreve,probleme,lagreve,de,probleme,lagreve,False,r_has_causatif,True,
probleme de l'orage,probleme,l'orage,de,probleme,l'orage,False,r_has_causatif,True,
probleme de laneige,probleme,laneige,de,probleme,laneige,False,r_has_causatif,True,
probleme de lafatigue,probleme,lafatigue,de,probleme,lafatigue,False,r_has_causatif,True,
incident de laguerre,incident,laguerre,de,incident,laguerre,False,r_has_causatif,True,
incident de l'accident,incident,l'accident,de,incident,l'accident,False,r_has_causatif,True,
incident de lamaladie,incident,lamaladie,de,incident,lamaladie,False,r_has_causatif,True,
incident de lagreve,incident,lagreve,de,incident,lagreve,False,r_has_causatif,True,
incident de l'incendie,incident,l'incendie,de,incident,l'incendie,False,r_has_causatif,True,
incident de lapluie,incident,lapluie,de,incident,lapluie,False,r_has_causatif,True,
incident de latempete,incident,latempete,de,incident,latempete,False,r_has_causatif,True,
incident de l'orage,incident,l'orage,de,incident,l'orage,False,r_has_causatif,True,
effet de latempete,effet,latempete,de,effet,latempete,False,r_has_causatif,True,
effet de laguerre,effet,laguerre,de,effet,laguerre,False,r_has_causatif,True,
effet de l'orage,effet,l'orage,de,effet,l'orage,False,r_has_causatif,True,
effet de l'accident,effet,l'accident,de,effet,l'accident,False,r_has_causatif,True,
effet de lafatigue,effet,lafatigue,de,effet,lafatigue,False,r_has_causatif,True,
effet de laneige,effet,laneige,de,effet,laneige,False,r_has_causatif,True,
effet de lapluie,effet,lapluie,de,effet,lapluie,False,r_has_causatif,True,
difficulte de l'orage,difficulte,l'orage,de,difficulte,l'orage,False,r_has_causatif,True,
difficulte de laguerre,difficulte,laguerre,de,difficulte,laguerre,False,r_has_causatif,True,
difficulte de lagreve,difficulte,lagreve,de,difficulte,lagreve,False,r_has_causatif,True,
difficulte de l'incendie,difficulte,l'incendie,de,difficulte,l'incendie,False,r_has_causatif,True,
difficulte de l'inondation,difficulte,l'inondation,de,difficulte,l'inondation,False,r_has_causatif,True,
difficulte de l'accident,difficulte,l'accident,de,difficulte,l'accident,False,r_has_causatif,True,
difficulte de latempete,difficulte,latempete,de,difficulte,latempete,False,r_has_causatif,True,
resultat de l'accident,resultat,l'accident,de,resultat,l'accident,False,r_has_causatif,True,
resultat de l'incendie,resultat,l'incendie,de,resultat,l'incendie,False,r_has_causatif,True,
resultat de lamaladie,resultat,lamaladie,de,resultat,lamaladie,False,r_has_causatif,True,
resultat de laguerre,resultat,laguerre,de,resultat,laguerre,False,r_has_causatif,True,
resultat de l'inondation,resultat,l'inondation,de,resultat,l'inondation,False,r_has_causatif,True,
resultat de lagreve,resultat,lagreve,de,resultat,lagreve,False,r_has_causatif,True,
resultat de latempete,resultat,latempete,de,resultat,latempete,False,r_has_causatif,True,
resultat de laseisme,resultat,laseisme,de,resultat,laseisme,False,r_has_causatif,True,
resultat de lafatigue,resultat,lafatigue,de,resultat,lafatigue,False,r_has_causatif,True,
suite de laguerre,suite,laguerre,de,suite,laguerre,False,r_has_causatif,True,
suite de laneige,suite,laneige,de,suite,laneige,False,r_has_causatif,True,
suite de l'inondation,suite,l'inondation,de,suite,l'inondation,False,r_has_causatif,True,
suite de laseisme,suite,laseisme,de,suite,laseisme,False,r_has_causatif,True,
suite de lafatigue,suite,lafatigue,de,suite,lafatigue,False,r_has_causatif,True,
suite de lamaladie,suite,lamaladie,de,suite,lamaladie,False,r_has_causatif,True,
suite de latempete,suite,latempete,de,suite,latempete,False,r_has_causatif,True,
suite de l'incendie,suite,l'incendie,de,suite,l'incendie,False,r_has_causatif,True,
impact de lapluie,impact,lapluie,de,impact,lapluie,False,r_has_causatif,True,
impact de latempete,impact,latempete,de,impact,latempete,False,r_has_causatif,True,
impact de lafatigue,impact,lafatigue,de,impact,lafatigue,False,r_has_causatif,True,
impact de lamaladie,impact,lamaladie,de,impact,lamaladie,False,r_has_causatif,True,
impact de laguerre,impact,laguerre,de,impact,laguerre,False,r_has_causatif,True,
impact de l'accident,impact,l'accident,de,impact,l'accident,False,r_has_causatif,True,
consequence de laguerre,consequence,laguerre,de,consequence,laguerre,False,r_has_causatif,True,
consequence de lagreve,consequence,lagreve,de,consequence,lagreve,False,r_has_causatif,True,
consequence de laseisme,consequence,laseisme,de,consequence,laseisme,False,r_has_causatif,True,
consequence de l'orage,consequence,l'orage,de,consequence,l'orage,False,r_has_causatif,True,
consequence de lamaladie,consequence,lamaladie,de,consequence,lamaladie,False,r_has_causatif,True,
