phrase_originale,nom1,nom2,determinant,nom1_lemme,nom2_lemme,definitude,type_jdm,est_valide,notes
une notaire d'ecrivain,notaire,ecrivain,d',notaire,ecrivain,False,r_social_tie,True,
la notaire de laclaire,notaire,laclaire,de,notaire,laclaire,False,r_social_tie,True,
une notaire de laveronique,notaire,laveronique,de,notaire,laveronique,False,r_social_tie,True,
la notaire de lapierre de touche,la notaire de lapierre,touche,de,la notaire de lapierre,touche,False,r_social_tie,True,
la douzaine de labiere,douzaine,labiere,de,douzaine,labiere,False,r_quantificateur,True,
une douzaine de labrioche,douzaine,labrioche,de,douzaine,labrioche,False,r_quantificateur,True,
la douzaine de l'argent,la douzaine,l'argent,de,la douzaine,l'argent,False,r_quantificateur,True,
la douzaine d'argent,douzaine,argent,d',douzaine,argent,False,r_quantificateur,True,
un paquet de labrioche,paquet,labrioche,de,paquet,labrioche,False,r_quantificateur,True,
un paquet de lasalade,paquet,lasalade,de,paquet,lasalade,False,r_quantificateur,True,
le paquet de lamonnaie,paquet,lamonnaie,de,paquet,lamonnaie,False,r_quantificateur,True,
le paquet de lathe,paquet,lathe,de,paquet,lathe,False,r_quantificateur,True,
un vitrail de l'amandes,un vitrail,l'amandes,de,un vitrail,l'amande,False,r_quantificateur,True,
lé vitrail d'amandes,vitrail,amandes,d',vitrail,amande,False,r_quantificateur,True,
un vitrail de l'oranges,un vitrail,l'oranges,de,un vitrail,l'orange,False,r_quantificateur,True,
un vitrail d'oranges,vitrail,oranges,d',vitrail,orange,False,r_quantificateur,True,
le vitrail de lafarine,vitrail,lafarine,de,vitrail,lafarine,False,r_quantificateur,True,
les tas de  lathe,tas,lathe,de,ta,lathe,False,r_quantificateur,True,
des tas de l'oranges,des tas,l'oranges,de,des ta,l'orange,False,r_quantificateur,True,
dês tas d'oranges,tas,oranges,d',ta,orange,False,r_quantificateur,True,
la pincee de lmonnaie,pincee,lmonnaie,de,pincee,lmonnaie,False,r_quantificateur,True,
la pincee de l'eau,la pincee,l'eau,de,la pincee,l'eau,False,r_quantificateur,True,
une pincee d'eau,pincee,eau,d',pincee,eau,False,r_quantificateur,True,
la pincee de l'oranges,la pincee,l'oranges,de,la pincee,l'orange,False,r_quantificateur,True,
une pincee d'oranges,pincee,oranges,d',pincee,orange,False,r_quantificateur,True,
la pincee de labiere,pincee,labiere,de,pincee,labiere,False,r_quantificateur,True,
une pincee de lafarine,pincee,lafarine,de,pincee,lafarine,False,r_quantificateur,True,
la corbeille de lasable,corbeille,lasable,de,corbeille,lasable,False,r_quantificateur,True,
une corbeille de l'argent,une corbeille,l'argent,de,une corbeille,l'argent,False,r_quantificateur,True,
la corbeille d'argent,corbeille,argent,d',corbeille,argent,False,r_quantificateur,True,
la centimetre de labiere,centimetre,labiere,de,centimetre,labiere,False,r_quantificateur,True,
une centimetre de lasoupe,centimetre,lasoupe,de,centimetre,lasoupe,False,r_quantificateur,True,
une centimetre de laviande,centimetre,laviande,de,centimetre,laviande,False,r_quantificateur,True,
unè centimetre de lafarine,centimetre,lafarine,de,centimetre,lafarine,False,r_quantificateur,True,
la silicate de labiere,silicate,labiere,de,silicate,labiere,False,r_quantificateur,True,
la silicate de lascre,silicate,lascre,de,silicate,lascre,False,r_quantificateur,True,
les canevas de l'homme,les canevas,l'homme,de,les caneva,l'homme,False,r_depic,True,
des canevas d'homme,canevas,homme,d',caneva,homme,False,r_depic,True,
des canevas de l'ange,des canevas,l'ange,de,des caneva,l'ange,False,r_depic,True,
des cannevas d'ange,cannevas,ange,d',canneva,ange,False,r_depic,True,
des canevas de lafete,canevas,lafete,de,caneva,lafete,False,r_depic,True,
des canevas de l'ete,des canevas,l'ete,de,des caneva,l'ete,False,r_depic,True,
les canevas d'ete,canevas,ete,d',caneva,ete,False,r_depic,True,
des canevas de lapeche,canevas,lapeche,de,caneva,lapeche,False,r_depic,True,
les canevas de latempete,canevas,latempete,de,caneva,latempete,False,r_depic,True,
des canevas de labataille,canevas,labataille,de,caneva,labataille,False,r_depic,True,
des canevas de l'heros,des canevas,l'heros,de,des caneva,l'hero,False,r_depic,True,
des canevas d'heros,canevas,heros,d',caneva,hero,False,r_depic,True,
des canevas dulever de soleil,dulever,soleil,de,dulever,soleil,False,r_depic,True,
des canevas delever de soleil,delever,soleil,de,delever,soleil,False,r_depic,True,
une photographie de latempete,photographie,latempete,de,photographie,latempete,False,r_depic,True,
une photographie de lamontagne,photographie,lamontagne,de,photographie,lamontagne,False,r_depic,True,
la photographie de l'ete,la photographie,l'ete,de,la photographie,l'ete,False,r_depic,True,
une photographie d'ete,photographie,ete,d',photographie,ete,False,r_depic,True,
une photographie de lanoble,photographie,lanoble,de,photographie,lanoble,False,r_depic,True,
la photographie de l'automne,la photographie,l'automne,de,la photographie,l'automne,False,r_depic,True,
la photographie d'automne,photographie,automne,d',photographie,automne,False,r_depic,True,
unè photographie de labataille,photographie,labataille,de,photographie,labataille,False,r_depic,True,
une photographie de lafete,photographie,lafete,de,photographie,lafete,False,r_depic,True,
la photographie de l'ange,la photographie,l'ange,de,la photographie,l'ange,False,r_depic,True,
une photographie d'ange,photographie,ange,d',photographie,ange,False,r_depic,True,
une photographie de lapaysage,photographie,lapaysage,de,photographie,lapaysage,False,r_depic,True,
une avant-goût de latempete,goût,latempete,de,goût,latempete,False,r_depic,True,
un avant-goût de llamontagne,goût,llamontagne,de,goût,llamontagne,False,r_depic,True,
l'avant-goût de lachasse,goût,lachasse,de,goût,lachasse,False,r_depic,True,
une avant-goût de ladeesse,goût,ladeesse,de,goût,ladeesse,False,r_depic,True,
l'avant-goût de l'orage,l'avant-goût,l'orage,de,l'avant-goût,l'orage,False,r_depic,True,
un avant-goût d'orage,goût,orage,d',goût,orage,False,r_depic,True,
une avant-goût de lafemme,goût,lafemme,de,goût,lafemme,False,r_depic,True,
une avant-goût de lavierge,goût,lavierge,de,goût,lavierge,False,r_depic,True,
un avant-goût de lascene,goût,lascene,de,goût,lascene,False,r_depic,True,
l'avant-goût  ducoucher de soleil,ducoucher,soleil,de,ducoucher,soleil,False,r_depic,True,
l'avant-goût decoucher de soleil,decoucher,soleil,de,decoucher,soleil,False,r_depic,True,
un tableau de l'alexandre,un tableau,l'alexandre,de,un tableau,l'alexandre,False,r_depic,True,
le tableau d'alexandre,tableau,alexandre,d',tableau,alexandre,False,r_depic,True,
un taableau de lafete,taableau,lafete,de,taableau,lafete,False,r_depic,True,
un  tableau de ladeesse,tableau,ladeesse,de,tableau,ladeesse,False,r_depic,True,
un tableau de lanature,tableau,lanature,de,tableau,lanature,False,r_depic,True,
un tableau de lafemme,tableau,lafemme,de,tableau,lafemme,False,r_depic,True,
une papotage de l'animal,une papotage,l'animal,de,une papotage,l'animal,False,r_depic,True,
une papotage d'animal,papotage,animal,d',papotage,animal,False,r_depic,True,
une papotage de lamontagne,papotage,lamontagne,de,papotage,lamontagne,False,r_depic,True,
une papotage dullever de soleil,dullever,soleil,de,dullever,soleil,False,r_depic,True,
une papotage de l'heros,une papotage,l'heros,de,une papotage,l'hero,False,r_depic,True,
une papotage d'heros,papotage,heros,d',papotage,hero,False,r_depic,True,
une papotage de lavierge,papotage,lavierge,de,papotage,lavierge,False,r_depic,True,
une ppapotage de lafemme,ppapotage,lafemme,de,ppapotage,lafemme,False,r_depic,True,
une papotage de latempete,papotage,latempete,de,papotage,latempete,False,r_depic,True,
un pan de l'homme,un pan,l'homme,de,un pan,l'homme,False,r_depic,True,
le pan d'homme,pan,homme,d',pan,homme,False,r_depic,True,
le pan de llatempete,pan,llatempete,de,pan,llatempete,False,r_depic,True,
un pan de lamariage,pan,lamariage,de,pan,lamariage,False,r_depic,True,
un pan de lanoble,pan,lanoble,de,pan,lanoble,False,r_depic,True,
le pan de ladeesse,pan,ladeesse,de,pan,ladeesse,False,r_depic,True,
un pan de lareine,pan,lareine,de,pan,lareine,False,r_depic,True,
le pan de l'heros,le pan,l'heros,de,le pan,l'hero,False,r_depic,True,
un pan d'heros,pan,heros,d',pan,hero,False,r_depic,True,
la figurine de lapersonnage,figurine,lapersonnage,de,figurine,lapersonnage,False,r_depic,True,
la figuriné de l'ange,la figuriné,l'ange,de,la figuriné,l'ange,False,r_depic,True,
une dommage par une particule isolée de lafatigue,isolée,lafatigue,de,isolée,lafatigue,False,r_has_causatif,True,
une dommage par une particule isolée de l'insomnie,une dommage par une particule isolée,l'insomnie,de,une dommage par une particule isolée,l'insomnie,False,r_has_causatif,True,
la dommage par une particule isolée d'insomnie,isolée,insomnie,d',isolée,insomnie,False,r_has_causatif,True,
la dommage par une particule isolée de laseisme,isolée,laseisme,de,isolée,laseisme,False,r_has_causatif,True,
unè dommage par une particule isolée de lamaladie,isolée,lamaladie,de,isolée,lamaladie,False,r_has_causatif,True,
une dommage par une particule isolée de l'inondation,une dommage par une particule isolée,l'inondation,de,une dommage par une particule isolée,l'inondation,False,r_has_causatif,True,
la dommage par une particule isolée d'inondation,isolée,inondation,d',isolée,inondation,False,r_has_causatif,True,
la dommage par une particule isolée de lacyclone,isolée,lacyclone,de,isolée,lacyclone,False,r_has_causatif,True,
une dommage par une particule isolée de l'inflation,une dommage par une particule isolée,l'inflation,de,une dommage par une particule isolée,l'inflation,False,r_has_causatif,True,
unê dommage par une particule isolée d'inflation,isolée,inflation,d',isolée,inflation,False,r_has_causatif,True,
une dommage par une particule isolée de lagreve,isolée,lagreve,de,isolée,lagreve,False,r_has_causatif,True,
le dommage collatéral de l'incendie,le dommage collatéral,l'incendie,de,le dommage collatéral,l'incendie,False,r_has_causatif,True,
le dommage collatéral d'incendie,collatéral,incendie,d',collatéral,incendie,False,r_has_causatif,True,
un dommage collatéral de lafamine,collatéral,lafamine,de,collatéral,lafamine,False,r_has_causatif,True,
le dommage collatéral de l'explosion,le dommage collatéral,l'explosion,de,le dommage collatéral,l'explosion,False,r_has_causatif,True,
le dommage collatéral d'explosion,collatéral,explosion,d',collatéral,explosion,False,r_has_causatif,True,
le dommage collatéral de l'epidemie,le dommage collatéral,l'epidemie,de,le dommage collatéral,l'epidemie,False,r_has_causatif,True,
le dommage collatéral d'epidemie,collatéral,epidemie,d',collatéral,epidemie,False,r_has_causatif,True,
un dommagé collatéral de lachomage,collatéral,lachomage,de,collatéral,lachomage,False,r_has_causatif,True,
un dommage collatéral de lacyclone,collatéral,lacyclone,de,collatéral,lacyclone,False,r_has_causatif,True,
un dommage collatérl de lasabotage,collatérl,lasabotage,de,collatérl,lasabotage,False,r_has_causatif,True,
le dommage collatéral de lafaillite,collatéral,lafaillite,de,collatéral,lafaillite,False,r_has_causatif,True,
le dommage collatéral de lascandale,collatéral,lascandale,de,collatéral,lascandale,False,r_has_causatif,True,
un dommage collatéral de lafatigue,collatéral,lafatigue,de,collatéral,lafatigue,False,r_has_causatif,True,
un destruction de lanaufrage,destruction,lanaufrage,de,destruction,lanaufrage,False,r_has_causatif,True,
un destruction de laguerre,destruction,laguerre,de,destruction,laguerre,False,r_has_causatif,True,
un destruction de lafamine,destruction,lafamine,de,destruction,lafamine,False,r_has_causatif,True,
un destruction de lafatigue,destruction,lafatigue,de,destruction,lafatigue,False,r_has_causatif,True,
le destruction de l'epidemie,le destruction,l'epidemie,de,le destruction,l'epidemie,False,r_has_causatif,True,
un destruction d'epidemie,destruction,epidemie,d',destruction,epidemie,False,r_has_causatif,True,
le destruction de laseisme,destruction,laseisme,de,destruction,laseisme,False,r_has_causatif,True,
le destruction de lascandale,destruction,lascandale,de,destruction,lascandale,False,r_has_causatif,True,
la reponse de lascandale,reponse,lascandale,de,reponse,lascandale,False,r_has_causatif,True,
la reponse de l'effondreement,la reponse,l'effondreement,de,la reponse,l'effondreement,False,r_has_causatif,True,
la reponse d'effondrement,reponse,effondrement,d',reponse,effondrement,False,r_has_causatif,True,
une reponse de lasurmenage,reponse,lasurmenage,de,reponse,lasurmenage,False,r_has_causatif,True,
une reponse de lapandemie,reponse,lapandemie,de,reponse,lapandemie,False,r_has_causatif,True,
la reponse de lanegligence,reponse,lanegligence,de,reponse,lanegligence,False,r_has_causatif,True,
la reponse de l'explosion,la reponse,l'explosion,de,la reponse,l'explosion,False,r_has_causatif,True,
une reponse d'explosion,reponse,explosion,d',reponse,explosion,False,r_has_causatif,True,
la reponse de lanaufrage,reponse,lanaufrage,de,reponse,lanaufrage,False,r_has_causatif,True,
la reponse de l'addiction,la reponse,l'addiction,de,la reponse,l'addiction,False,r_has_causatif,True,
la reponse d'addiction,reponse,addiction,d',reponse,addiction,False,r_has_causatif,True,
une reponse de lapluie,reponse,lapluie,de,reponse,lapluie,False,r_has_causatif,True,
une benefice de l'anxiete,une benefice,l'anxiete,de,une benefice,l'anxiete,False,r_has_causatif,True,
la benefice d'anxiete,benefice,anxiete,d',benefice,anxiete,False,r_has_causatif,True,
la benefice de l'incendie,la benefice,l'incendie,de,la benefice,l'incendie,False,r_has_causatif,True,
une benefice d'incendie,benefice,incendie,d',benefice,incendie,False,r_has_causatif,True,
une benefice de lasecheresse,benefice,lasecheresse,de,benefice,lasecheresse,False,r_has_causatif,True,
une benefice de lapandemie,benefice,lapandemie,de,benefice,lapandemie,False,r_has_causatif,True,
une benefice de l'inflation,une benefice,l'inflation,de,une benefice,l'inflation,False,r_has_causatif,True,
une benefice d'inflation,benefice,inflation,d',benefice,inflation,False,r_has_causatif,True,
une benefice de laguerre,benefice,laguerre,de,benefice,laguerre,False,r_has_causatif,True,
la benefice de lapluie,benefice,lapluie,de,benefice,lapluie,False,r_has_causatif,True,
la  benefice de l'inondation,la benefice,l'inondation,de,la benefice,l'inondation,False,r_has_causatif,True,
la  benefice d'inondation,benefice,inondation,d',benefice,inondation,False,r_has_causatif,True,
l'amelioration de l'inflation,l'amelioration,l'inflation,de,l'amelioration,l'inflation,False,r_has_causatif,True,
un amelioration d'inflation,amelioration,inflation,d',amelioration,inflation,False,r_has_causatif,True,
une amelioration de lanegligence,amelioration,lanegligence,de,amelioration,lanegligence,False,r_has_causatif,True,
une amelioration de lapandemie,amelioration,lapandemie,de,amelioration,lapandemie,False,r_has_causatif,True,
l'amelioration de l'explosion,l'amelioration,l'explosion,de,l'amelioration,l'explosion,False,r_has_causatif,True,
une amelioration d'explosion,amelioration,explosion,d',amelioration,explosion,False,r_has_causatif,True,
l'amêlioration de l'addiction,l'amêlioration,l'addiction,de,l'amêlioration,l'addiction,False,r_has_causatif,True,
une amelioration d'addiction,amelioration,addiction,d',amelioration,addiction,False,r_has_causatif,True,
un amelioration de laseisme,amelioration,laseisme,de,amelioration,laseisme,False,r_has_causatif,True,
la suite de lafaillite,suite,lafaillite,de,suite,lafaillite,False,r_has_causatif,True,
une suite de lachomage,suite,lachomage,de,suite,lachomage,False,r_has_causatif,True,
ce maison de quartier,maison,quartier,de,maison,quartier,False,r_holo,True,
la maison du Wolverhampton,maison,wolverhampton,du,maison,wolverhampton,True,r_holo,True,
tout maiison de Wolverhampton,maiison,wolverhampton,de,maiison,wolverhampton,False,r_holo,True,
tout maison de York,maison,york,de,maison,york,False,r_holo,True,
la maisson du York,maisson,york,du,maisson,york,True,r_holo,True,
ce maison de Roseau,maison,roseau,de,maison,roseau,False,r_holo,True,
tout maison de Beauvais,maison,beauvais,de,maison,beauvai,False,r_holo,True,
le maison du Rouen,maison,rouen,du,maison,rouen,True,r_holo,True,
tout maison de Bethléem,maison,bethléem,de,maison,bethléem,False,r_holo,True,
tout maison de résidence,maison,résidence,de,maison,résidence,False,r_holo,True,
le maison du Trente,maison,trente,du,maison,trente,True,r_holo,True,
une maison de Trennte,maison,trennte,de,maison,trennte,False,r_holo,True,
ce maison de Hakodate,maison,hakodate,de,maison,hakodate,False,r_holo,True,
un certain maison de rue,maison,rue,de,maison,rue,False,r_holo,True,
le maison de Chevreul,maison,chevreul,de,maison,chevreul,False,r_holo,True,
chaque maison de Molsheim,maison,molsheim,de,maison,molsheim,False,r_holo,True,
un maison du cté,maison,cté,du,maison,cté,True,r_holo,True,
chaque maison de cité,maison,cité,de,maison,cité,False,r_holo,True,
la maison du Albertville,maison,albertville,du,maison,albertville,True,r_holo,True,
tout maison de terrain,maison,terrain,de,maison,terrain,False,r_holo,True,
quel maison de Novossibirsk,maison,novossibirsk,de,maison,novossibirsk,False,r_holo,True,
tout maison de Esztergom,maison,esztergom,de,maison,esztergom,False,r_holo,True,
chaque maison de Chinon,maison,chinon,de,maison,chinon,False,r_holo,True,
chaque maisoon de Brazzaville,maisoon,brazzaville,de,maisoon,brazzaville,False,r_holo,True,
maison de Brazzaville,maison,brazzaville,de,maison,brazzaville,False,r_holo,True,
tout maison de complexe,maison,complexe,de,maison,complexe,False,r_holo,True,
un certain maison de Riyad,maison,riyad,de,maison,riyad,False,r_holo,True,
un certain maison de Tioumen,maison,tioumen,de,maison,tioumen,False,r_holo,True,
un certain maison de Kiev,maison,kiev,de,maison,kiev,False,r_holo,True,
tout maison de Plovdiv,maison,plovdiv,de,maison,plovdiv,False,r_holo,True,
chaque maison de thème astral,maison,thème astral,de,maison,thème astral,False,r_holo,True,
un certain maison de commune,maison,commune,de,maison,commune,False,r_holo,True,
une maison du Mourmansk,maison,mourmansk,du,maison,mourmansk,True,r_holo,True,
quel maison de Mahé,maison,mahé,de,maison,mahé,False,r_holo,True,
ce maison de lotissement,maison,lotissement,de,maison,lotissement,False,r_holo,True,
une maison du Bruxelles,maison,bruxelles,du,maison,bruxelle,True,r_holo,True,
ce maison de Madrid,maison,madrid,de,maison,madrid,False,r_holo,True,
quel maison de Maadrid,maison,maadrid,de,maison,maadrid,False,r_holo,True,
unê maison du Munich,maison,munich,du,maison,munich,True,r_holo,True,
le  maison du domaine,maison,domaine,du,maison,domaine,True,r_holo,True,
tout maison de Bangkok,maison,bangkok,de,maison,bangkok,False,r_holo,True,
une maison de capitale,maison,capitale,de,maison,capitale,False,r_holo,True,
un maison du Beyrouth,maison,beyrouth,du,maison,beyrouth,True,r_holo,True,
une maison du Saratov,maison,saratov,du,maison,saratov,True,r_holo,True,
chaque maison de village,maison,village,de,maison,village,False,r_holo,True,
la maison du villagê,maison,villagê,du,maison,villagê,True,r_holo,True,
le maison de Thessalonique,maison,thessalonique,de,maison,thessalonique,False,r_holo,True,
le maison du Springfield,maison,springfield,du,maison,springfield,True,r_holo,True,
chaque maison de Bucarest,maison,bucarest,de,maison,bucarest,False,r_holo,True,
tout maison de propriété,maison,propriété,de,maison,propriété,False,r_holo,True,
ce voiture de golf,voiture,golf,de,voiture,golf,False,r_holo,True,
chaqué voiture de rue,voiture,rue,de,voiture,rue,False,r_holo,True,
chaque voiture de train,voiture,train,de,voiture,train,False,r_holo,True,
voiture du tgv,voiture,tgv,du,voiture,tgv,True,r_holo,True,
quel voiture de circulation,voiture,circulation,de,voiture,circulation,False,r_holo,True,
le voiture du rallye,voiture,rallye,du,voiture,rallye,True,r_holo,True,
tout voiture de voyage,voiture,voyage,de,voiture,voyage,False,r_holo,True,
tout voiture de train à grande vitesse,voiture,train à grande vitesse,de,voiture,train à grande vitesse,False,r_holo,True,
la voiture du train grande vitesse,voiture,train grande vitesse,de,voiture,train grande vitesse,False,r_holo,True,
ce voitur de train grande vitesse,voitur,train grande vitesse,de,voitur,train grande vitesse,False,r_holo,True,
le voiture du TER,voiture,ter,du,voiture,ter,True,r_holo,True,
chaque voiture de noix de muscade,chaque voiture de noix,muscade,de,chaque voiture de noi,muscade,False,r_holo,True,
voiture de noix de muscade,voiture de noix,muscade,de,voiture de noi,muscade,False,r_holo,True,
cé voiture de noix de muscade,cé voiture de noix,muscade,de,cé voiture de noi,muscade,False,r_holo,True,
ce voiture de petit pont,voiture,petit pont,de,voiture,petit pont,False,r_holo,True,
ce voiture de montagnes russes,voiture,montagnes russes,de,voiture,montagnes russe,False,r_holo,True,
un certain voiture de montanes russes,voiture,montanes russes,de,voiture,montanes russe,False,r_holo,True,
ce voiture de Beijing,voiture,beijing,de,voiture,beijing,False,r_holo,True,
tout voiture de DCRI,voiture,dcri,de,voiture,dcri,False,r_holo,True,
quel voitture de DCRI,voitture,dcri,de,voitture,dcri,False,r_holo,True,
chaque voiture de Myristica fragrans,voiture,myristica fragrans,de,voiture,myristica fragran,False,r_holo,True,
chaque voiture de noix muscade,voiture,noix muscade,de,voiture,noix muscade,False,r_holo,True,
tout voiture de Bonnie Parker,voiture,bonnie parker,de,voiture,bonnie parker,False,r_holo,True,
une voiiture du Bonnie Parker,voiiture,bonnie parker,du,voiiture,bonnie parker,True,r_holo,True,
ce voiture de myristic fragrans,voiture,myristic fragrans,de,voiture,myristic fragran,False,r_holo,True,
quêl voiture de petit train touristique,voiture,petit train touristique,de,voiture,petit train touristique,False,r_holo,True,
tout voituré de petit train touristique,voituré,petit train touristique,de,voituré,petit train touristique,False,r_holo,True,
tout voiture de Noix de muscade,tout voiture de noix,muscade,de,tout voiture de noi,muscade,False,r_holo,True,
un voiture de Noix de muscade,un voiture de noix,muscade,de,un voiture de noi,muscade,False,r_holo,True,
ce voiture de Train à grrande vitesse,voiture,train à grrande vitesse,de,voiture,train à grrande vitesse,False,r_holo,True,
tout arbre de forêts,arbre,forêts,de,arbre,forêt,False,r_holo,True,
ce arbre de parc,arbre,parc,de,arbre,parc,False,r_holo,True,
la  arbre du terre,arbre,terre,du,arbre,terre,True,r_holo,True,
un certain arbre de Vie,arbre,vie,de,arbre,vie,False,r_holo,True,
la arbre du végétation,arbre,végétation,du,arbre,végétation,True,r_holo,True,
un arbre du campagne,arbre,campagne,du,arbre,campagne,True,r_holo,True,
tout arbrê de campagne,arbrê,campagne,de,arbrê,campagne,False,r_holo,True,
chaque arbre de frégate,arbre,frégate,de,arbre,frégate,False,r_holo,True,
chaque arbre de automobile,arbre,automobile,de,arbre,automobile,False,r_holo,True,
le arbre de l'automobile,le arbre,l'automobile,de,le arbre,l'automobile,False,r_holo,True,
un certain arbre de bois,arbre,bois,de,arbre,boi,False,r_holo,True,
le arbre du pinède,arbre,pinède,de,arbre,pinède,False,r_holo,True,
tout arbre de arachidier,arbre,arachidier,de,arbre,arachidier,False,r_holo,True,
un arbre du pré,arbre,pré,du,arbre,pré,True,r_holo,True,
arbrê de pré,arbrê,pré,de,arbrê,pré,False,r_holo,True,
quel arbre de garrigue,arbre,garrigue,de,arbre,garrigue,False,r_holo,True,
le arbre de jardin,arbre,jardin,de,arbre,jardin,False,r_holo,True,
arbre de nature,arbre,nature,de,arbre,nature,False,r_holo,True,
la arre du forêt,arre,forêt,du,arre,forêt,True,r_holo,True,
chaque arbre de jardin paysager,arbre,jardin paysager,de,arbre,jardin paysager,False,r_holo,True,
tout arbbre de jardin paysager,arbbre,jardin paysager,de,arbbre,jardin paysager,False,r_holo,True,
ce arbre de moteur thermique,arbre,moteur thermique,de,arbre,moteur thermique,False,r_holo,True,
ce arbre de turbine à gaz,arbre,turbine à gaz,de,arbre,turbine à gaz,False,r_holo,True,
quel arbre de moteur à combustion,arbre,moteur à combustion,de,arbre,moteur à combustion,False,r_holo,True,
chaque arbre de turbine à combustion,arbre,turbine à combustion,de,arbre,turbine à combustion,False,r_holo,True,
ce arbre de turbine à gaz de combustion,ce arbre de turbine à gaz,combustion,de,ce arbre de turbine à gaz,combustion,False,r_holo,True,
le arbre du turbine à gaz de combustion,le arbre du turbine à gaz,combustion,de,le arbre du turbine à gaz,combustion,False,r_holo,True,
quel arbre de turbine à gaz de combustion,quel arbre de turbine à gaz,combustion,de,quel arbre de turbine à gaz,combustion,False,r_holo,True,
un certain arbre de acer,arbre,acer,de,arbre,acer,False,r_holo,True,
la arbre du garigue,arbre,garigue,du,arbre,garigue,True,r_holo,True,
un certain arbre de forêt des Hauts de l'Ouest,un certain arbre de forêt des hauts,l'ouest,de,un certain arbre de forêt des haut,l'ouest,False,r_holo,True,
chaque arbre de forêt des Hauts de l'Ouest,chaque arbre de forêt des hauts,l'ouest,de,chaque arbre de forêt des haut,l'ouest,False,r_holo,True,
tout arbre de forêt des Hauts de l'Ouest,tout arbre de forêt des hauts,l'ouest,de,tout arbre de forêt des haut,l'ouest,False,r_holo,True,
tout arbbre de Pinède,arbbre,pinède,de,arbbre,pinède,False,r_holo,True,
le corps de l'oiseau-à-berceau,le corps,l'oiseau-à-berceau,de,le corp,l'oiseau-à-berceau,False,r_holo,True,
une corps de Stoph,corps,stoph,de,corp,stoph,False,r_holo,True,
quel corps de Porcellis,corps,porcellis,de,corp,porcelli,False,r_holo,True,
quel corps de sir Sacheverell Sitwell,corps,sir sacheverell sitwell,de,corp,sir sacheverell sitwell,False,r_holo,True,
tout corps de Maria Callas,corps,maria callas,de,corp,maria calla,False,r_holo,True,
quel corps de Marcel Gotlieb Gotlib,corps,marcel gotlieb gotlib,de,corp,marcel gotlieb gotlib,False,r_holo,True,
un corps du Aléxander Roslin,corps,aléxander roslin,de,corp,aléxander roslin,False,r_holo,True,
ce corps de exaspérant,corps,exaspérant,de,corp,exaspérant,False,r_holo,True,
corps de l'xaspérant,corps,l'xaspérant,de,corp,l'xaspérant,False,r_holo,True,
chaque corps de émeraude,corps,émeraude,de,corp,émeraude,False,r_holo,True,
corps de Robert Surcouf,corps,robert surcouf,de,corp,robert surcouf,False,r_holo,True,
la  corps de bleu,corps,bleu,de,corp,bleu,False,r_holo,True,
chaque corps de Sophie Rostopchine,corps,sophie rostopchine,de,corp,sophie rostopchine,False,r_holo,True,
quél corps de bourriquet,corps,bourriquet,de,corp,bourriquet,False,r_holo,True,
quel corps de ure,corps,ure,de,corp,ure,False,r_holo,True,
un corps du chlamydère,corps,chlamydère,du,corp,chlamydère,True,r_holo,True,
tout corps de Lépide,corps,lépide,de,corp,lépide,False,r_holo,True,
tout corps de tarpan,corps,tarpan,de,corp,tarpan,False,r_holo,True,
quel corps de vannier,corps,vannier,de,corp,vannier,False,r_holo,True,
la corps de Papadhópoulos,corps,papadhópoulos,de,corp,papadhópoulo,False,r_holo,True,
ce corps de fixateur,corps,fixateur,de,corp,fixateur,False,r_holo,True,
la corps de wallon,corps,wallon,de,corp,wallon,False,r_holo,True,
tout corps de fourmillant,corps,fourmillant,de,corp,fourmillant,False,r_holo,True,
quel corps de chat,corps,chat,de,corp,chat,False,r_holo,True,
tout corps de Jan Lenica,corps,jan lenica,de,corp,jan lenica,False,r_holo,True,
tout  corps de Émile Bernard,corps,émile bernard,de,corp,émile bernard,False,r_holo,True,
lé corps de l'admoniteur,lé corps,l'admoniteur,de,lé corp,l'admoniteur,False,r_holo,True,
un cêrtain corps de Nicolas Schöffer,corps,nicolas schöffer,de,corp,nicolas schöffer,False,r_holo,True,
quel corrps de Nicolas Schöffer,corrps,nicolas schöffer,de,corrp,nicolas schöffer,False,r_holo,True,
un corps de Yan Liben,corps,yan liben,de,corp,yan liben,False,r_holo,True,
une corps du congréganiste,corps,congréganiste,du,corp,congréganiste,True,r_holo,True,
chaque corps de conggréganiste,corps,conggréganiste,de,corp,conggréganiste,False,r_holo,True,
tout corps de reconstituant,corps,reconstituant,de,corp,reconstituant,False,r_holo,True,
un certain corps de lagopèdes,corps,lagopèdes,de,corp,lagopède,False,r_holo,True,
un certain corps de chaud lapin,corps,chaud lapin,de,corp,chaud lapin,False,r_holo,True,
chaque corps de guenipe,corps,guenipe,de,corp,guenipe,False,r_holo,True,
quel corps de dévot,corps,dévot,de,corp,dévot,False,r_holo,True,
tout corps de Karl Hermann Frank,corps,karl hermann frank,de,corp,karl hermann frank,False,r_holo,True,
une corps de l'olive,une corps,l'olive,de,une corp,l'olive,False,r_holo,True,
tout corps de Gil Robles,corps,gil robles,de,corp,gil roble,False,r_holo,True,
un certain corps de Théodat,corps,théodat,de,corp,théodat,False,r_holo,True,
ce corps de boutefeu,corps,boutefeu,de,corp,boutefeu,False,r_holo,True,
la corps de cérithe,corps,cérithe,de,corp,cérithe,False,r_holo,True,
